Posted Date,Payee, Amount ,ABS Amount,Source,Bas-Lux,Category
8/28/25,Instacart,126.29,126.29,usaa-jcc,Basic,Groceries
8/28/25,Macnaught U Macna,303.47,303.47,usaa-jcc,Basic,Home & Garden
8/28/25,Who Gives A Crap,54.08,54.08,usaa-jcc,Basic,Home & Garden
8/28/25,Macnaught U Macna,303.47,303.47,usaa-jcc,Basic,Home & Garden
8/28/25,Who Gives A Crap,54.08,54.08,usaa-jcc,Basic,Home & Garden
8/28/25,AAA Membership,41.25,41.25,usaa-jcc,Basic,Membership
8/28/25,AAA Membership,41.25,41.25,usaa-jcc,Basic,Membership
8/28/25,Spotify,22.06,22.06,usaa-jcc,Luxury,Subscriptions / Digital
8/28/25,Spotify,22.06,22.06,usaa-jcc,Luxury,Subscriptions / Digital
8/27/25,Shell,96.17,96.17,usaa-jcc,Basic,Auto
8/27/25,Shell,6.60,6.60,usaa-jcc,Basic,Auto
8/27/25,Shell,6.60,6.60,usaa-jcc,Basic,Auto
8/27/25,Shell,96.17,96.17,usaa-jcc,Basic,Auto
8/27/25,eBay,44.78,44.78,usaa-jcc,Luxury,Clothing
8/27/25,eBay,44.78,44.78,usaa-jcc,Luxury,Clothing
8/27/25,El Camion Sand Poi,37.06,37.06,usaa-jcc,Luxury,Dining
8/27/25,Chipotle,30.90,30.90,usaa-jcc,Luxury,Dining
8/27/25,El Camion Sand Poi,37.06,37.06,usaa-jcc,Luxury,Dining
8/27/25,Chipotle,30.90,30.90,usaa-jcc,Luxury,Dining
8/27/25,Frank's General Store Cherryville,39.35,39.35,usaa-jcc,Basic,Groceries
8/27/25,Frank's General Store Cherryville,39.35,39.35,usaa-jcc,Basic,Groceries
8/26/25,Shell,9.40,9.40,usaa-jcc,Basic,Auto
8/26/25,Shell,9.40,9.40,usaa-jcc,Basic,Auto
8/26/25,Shake Shack,63.32,63.32,usaa-jcc,Luxury,Dining
8/26/25,Macrina - Capitol Hilseattle,21.96,21.96,usaa-jcc,Luxury,Dining
8/26/25,Dingfelders Delicat,9.08,9.08,usaa-jcc,Luxury,Dining
8/26/25,Dingfelders Delicat,9.08,9.08,usaa-jcc,Luxury,Dining
8/26/25,Macrina - Capitol Hilseattle,21.96,21.96,usaa-jcc,Luxury,Dining
8/26/25,Shake Shack,63.32,63.32,usaa-jcc,Luxury,Dining
8/26/25,Smith Brothers Farms,17.95,17.95,usaa-jcc,Basic,Groceries
8/26/25,Smith Brothers Farms,17.95,17.95,usaa-jcc,Basic,Groceries
8/26/25,Lucillia,-315.00,315.00,usaa-chk,Luxury,Professional
8/25/25,Shell,4.61,4.61,usaa-jcc,Basic,Auto
8/25/25,Shell,4.61,4.61,usaa-jcc,Basic,Auto
8/25/25,Starbucks,20.37,20.37,usaa-jcc,Luxury,Dining
8/25/25,Batch Baking Company Seattle,3.50,3.50,usaa-jcc,Luxury,Dining
8/25/25,Batch Baking Company Seattle,3.50,3.50,usaa-jcc,Luxury,Dining
8/25/25,Starbucks,20.37,20.37,usaa-jcc,Luxury,Dining
8/25/25,PCC View Ridge,131.00,131.00,usaa-jcc,Basic,Groceries
8/25/25,Metropolitan Market,51.91,51.91,usaa-jcc,Basic,Groceries
8/25/25,Metropolitan Market,51.91,51.91,usaa-jcc,Basic,Groceries
8/25/25,Kattermans Sand Point,6.10,6.10,usaa-jcc,Basic,Pharmacy
8/25/25,Kattermans Sand Point,6.10,6.10,usaa-jcc,Basic,Pharmacy
8/25/25,CLINE BOT INC       WILMINGTON          DE,52.85,52.85,amex-cc,Luxury,Professional
8/25/25,CLINE BOT INC       WILMINGTON          DE,52.85,52.85,amex-cc,Luxury,Professional
8/25/25,HBOMAX,11.02,11.02,usaa-jcc,Luxury,Subscriptions / Digital
8/25/25,View Ridge,131.00,131.00,usaa-jcc,Luxury,Dining
8/25/25,Max,11.02,11.02,usaa-jcc,0,0
8/24/25,Starbucks,14.69,14.69,usaa-jcc,Luxury,Dining
8/24/25,Starbucks,14.69,14.69,usaa-jcc,Luxury,Dining
8/24/25,Seattle Pops - Farmeredmonds,6.75,6.75,usaa-jcc,Luxury,Groceries
8/24/25,Seattle Pops - Farmeredmonds,6.75,6.75,usaa-jcc,Luxury,Groceries
8/24/25,Apple,249.00,249.00,usaa-jcc,Basic,hardware technology
8/24/25,Apple,249.00,249.00,usaa-jcc,Basic,hardware technology
8/24/25,Amazon,26.46,26.46,usaa-jcc,Basic,Home & Garden
8/24/25,Amazon,26.46,26.46,usaa-jcc,Basic,Home & Garden
8/24/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/24/25,LinkedIn,250.00,250.00,usaa-jcc,Luxury,Professional
8/24/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/24/25,LinkedIn,250.00,250.00,usaa-jcc,Luxury,Professional
8/23/25,PayByPhone Parking,9.00,9.00,usaa-jcc,Basic,Auto
8/23/25,PayByPhone Parking,9.00,9.00,usaa-jcc,Basic,Auto
8/23/25,SEATTLE BOAT CO. FUEBELLEVUE            WA,207.68,207.68,amex-cc,Luxury,Boat
8/23/25,SEATTLE BOAT CO. FUEBELLEVUE            WA,207.68,207.68,amex-cc,Luxury,Boat
8/23/25,REI,179.82,179.82,usaa-jcc,Luxury,Clothing
8/23/25,REI,179.82,179.82,usaa-jcc,Luxury,Clothing
8/23/25,Metropolitan Market,116.95,116.95,usaa-jcc,Basic,Groceries
8/23/25,Quality Food Centers,76.72,76.72,usaa-jcc,Basic,Groceries
8/23/25,Metropolitan Market,16.98,16.98,usaa-jcc,Basic,Groceries
8/23/25,Quality Food Centers,76.72,76.72,usaa-jcc,Basic,Groceries
8/23/25,Metropolitan Market,16.98,16.98,usaa-jcc,Basic,Groceries
8/23/25,Metropolitan Market,116.95,116.95,usaa-jcc,Basic,Groceries
8/23/25,Apple,29.99,29.99,usaa-jcc,Basic,hardware technology
8/23/25,Apple,29.99,29.99,usaa-jcc,Basic,hardware technology
8/23/25,"CURSOR, AI POWERED INEW YORK            NY",22.07,22.07,amex-cc,Luxury,Professional
8/23/25,"CURSOR, AI POWERED INEW YORK            NY",22.07,22.07,amex-cc,Luxury,Professional
8/22/25,Metropolitan Market,107.77,107.77,usaa-jcc,Basic,Groceries
8/22/25,Metropolitan Market,107.77,107.77,usaa-jcc,Basic,Groceries
8/22/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
8/22/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
8/22/25,Etsy,60.69,60.69,usaa-jcc,Basic,Home & Garden
8/22/25,Etsy,60.69,60.69,usaa-jcc,Basic,Home & Garden
8/22/25,Tonal.com,66.15,66.15,usaa-jcc,Luxury,Subscriptions / Digital
8/22/25,Tonal.com,66.15,66.15,usaa-jcc,Luxury,Subscriptions / Digital
8/22/25,USAA Transfer,29311.59,"29,311.59",usaa-chk,Basic,Transfer
8/22/25,American Express Credit Card,-3064.34,"3,064.34",usaa-chk,Basic,Transfer
8/21/25,Queen Caphe Em,47.34,47.34,usaa-jcc,Luxury,Dining
8/21/25,Starbucks,16.35,16.35,usaa-jcc,Luxury,Dining
8/21/25,Queen Caphe Em,47.34,47.34,usaa-jcc,Luxury,Dining
8/21/25,Starbucks,16.35,16.35,usaa-jcc,Luxury,Dining
8/21/25,Quality Food Centers,21.87,21.87,usaa-jcc,Basic,Groceries
8/21/25,Seattle Pops - Farmerseattle,7.90,7.90,usaa-jcc,Luxury,Groceries
8/21/25,Seattle Pops - Farmerseattle,7.90,7.90,usaa-jcc,Luxury,Groceries
8/21/25,Quality Food Centers,21.87,21.87,usaa-jcc,Basic,Groceries
8/21/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
8/21/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
8/21/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/21/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/21/25,ONLINE PAYMENT - THANK YOU,-3064.34,"3,064.34",amex-cc,Basic,Transfer
8/21/25,ONLINE PAYMENT - THANK YOU,-1715.56,"1,715.56",amex-cc,Basic,Transfer
8/21/25,ONLINE PAYMENT - THANK YOU,-1715.56,"1,715.56",amex-cc,Basic,Transfer
8/21/25,ONLINE PAYMENT - THANK YOU,-3064.34,"3,064.34",amex-cc,Basic,Transfer
8/20/25,76 Fuel,59.91,59.91,usaa-jcc,Basic,Auto
8/20/25,76 Fuel,11.49,11.49,usaa-jcc,Basic,Auto
8/20/25,PayByPhone Parking,2.00,2.00,usaa-jcc,Basic,Auto
8/20/25,76 Fuel,59.91,59.91,usaa-jcc,Basic,Auto
8/20/25,76 Fuel,11.49,11.49,usaa-jcc,Basic,Auto
8/20/25,PayByPhone Parking,2.00,2.00,usaa-jcc,Basic,Auto
8/20/25,Ext Credit Card Debit BANK OF AMERICA          SEATTLE      DC,-404.00,404.00,ftcu-cc,Basic,Cash
8/20/25,A Bottle,86.50,86.50,usaa-jcc,Luxury,Dining
8/20/25,Jebena Cafe & Market,42.73,42.73,usaa-jcc,Luxury,Dining
8/20/25,Queen Anne Coffee Co.seattle,17.54,17.54,usaa-jcc,Luxury,Dining
8/20/25,Queen Anne Coffee Co.seattle,17.54,17.54,usaa-jcc,Luxury,Dining
8/20/25,Jebena Cafe & Market,42.73,42.73,usaa-jcc,Luxury,Dining
8/20/25,A Bottle,86.50,86.50,usaa-jcc,Luxury,Dining
8/20/25,Uline Shipping,-76.14,76.14,usaa-jcc,Basic,Home & Garden
8/20/25,Uline Shipping,-76.14,76.14,usaa-jcc,Basic,Home & Garden
8/19/25,Ext Credit Card Debit Interest Charge on Cash A,-122.88,122.88,ftcu-cc,Luxury,Bank Fees
8/19/25,REI,100.00,100.00,usaa-jcc,Luxury,Clothing
8/19/25,REI,100.00,100.00,usaa-jcc,Luxury,Clothing
8/19/25,University Book Sto,80.50,80.50,usaa-jcc,Basic,Extracirricular
8/19/25,University Book Sto,80.50,80.50,usaa-jcc,Basic,Extracirricular
8/19/25,Costco,72.81,72.81,usaa-jcc,Basic,Groceries
8/19/25,Smith Brothers Farms,37.52,37.52,usaa-jcc,Basic,Groceries
8/19/25,Costco,72.81,72.81,usaa-jcc,Basic,Groceries
8/19/25,Smith Brothers Farms,37.52,37.52,usaa-jcc,Basic,Groceries
8/19/25,Amazon,34.19,34.19,usaa-jcc,Basic,Home & Garden
8/19/25,Amazon,34.19,34.19,usaa-jcc,Basic,Home & Garden
8/19/25,Progressive,-89.51,89.51,usaa-chk,Luxury,Insurance
8/19/25,ANTHROPIC           SAN FRANCISCO       CA,27.59,27.59,amex-cc,Luxury,Professional
8/19/25,ANTHROPIC           SAN FRANCISCO       CA,27.59,27.59,amex-cc,Luxury,Professional
8/18/25,WSDOT Good To Go Pass,100.00,100.00,usaa-jcc,Basic,Auto
8/18/25,PayByPhone Parking,5.50,5.50,usaa-jcc,Basic,Auto
8/18/25,Interest Adjustment,0.01,0.01,usaa-chk,Luxury,Bank Fees
8/18/25,Freddys Brewpub Kelowna,51.58,51.58,usaa-jcc,Luxury,Dining
8/18/25,Shake Shack,29.51,29.51,usaa-jcc,Luxury,Dining
8/18/25,Apple,11.02,11.02,usaa-jcc,Basic,hardware technology
8/18/25,Apple,11.02,11.02,usaa-jcc,Basic,hardware technology
8/18/25,Sound Medicine Medi,-255.00,255.00,usaa-chk,Basic,Health & Medical
8/18/25,Progressive,761.50,761.50,usaa-jcc,Luxury,Insurance
8/18/25,Mud Bay Pet Supplies,110.34,110.34,usaa-jcc,Luxury,Pets
8/18/25,Kattermans Sand Point,5.52,5.52,usaa-jcc,Basic,Pharmacy
8/18/25,Stephanie Kuzell,-1139.96,"1,139.96",usaa-chk,Luxury,Professional
8/18/25,Seattle Public Utilities,-493.75,493.75,usaa-chk,Basic,Utilities
8/17/25,Costco Gas,86.03,86.03,usaa-jcc,Basic,Auto
8/17/25,Pho Ever,57.00,57.00,usaa-jcc,Luxury,Dining
8/17/25,EINSTEIN BROS BAGELSSEATTLE             WA,19.70,19.70,amex-cc,Luxury,Dining
8/17/25,Costco,314.55,314.55,usaa-jcc,Basic,Groceries
8/17/25,Instacart via Instacart,197.85,197.85,usaa-jcc,Basic,Groceries
8/17/25,QFC                 SEATTLE             WA,80.71,80.71,amex-cc,Basic,Groceries
8/17/25,Frank's General Store Cherryville,72.54,72.54,usaa-jcc,Basic,Groceries
8/17/25,Oriental Supermarket Kelowna,5.07,5.07,usaa-jcc,Basic,Groceries
8/17/25,The Home Depot,53.94,53.94,usaa-jcc,Basic,Home & Garden
8/17/25,The Home Depot,21.41,21.41,usaa-jcc,Basic,Home & Garden
8/17/25,Sydney.mariejo,514.80,514.80,usaa-jcc,Luxury,Professional
8/16/25,PayByPhone Parking,5.50,5.50,usaa-jcc,Basic,Auto
8/16/25,Dick's Sporting Goods,152.25,152.25,usaa-jcc,Luxury,Clothing
8/16/25,AplPay TST* MTR 3007BELLEVUE            WA,89.86,89.86,amex-cc,Luxury,Dining
8/16/25,Mee Sum Seattle University,81.44,81.44,usaa-jcc,Luxury,Dining
8/16/25,Pagliacci Madison,18.72,18.72,usaa-jcc,Luxury,Dining
8/16/25,Chipotle,12.41,12.41,usaa-jcc,Luxury,Dining
8/16/25,REG THORNTON 14  193SEATTLE             WA,13.78,13.78,amex-cc,Luxury,Enrichment
8/16/25,Walgreens,14.33,14.33,usaa-jcc,Basic,Pharmacy
8/15/25,76 Fuel,48.61,48.61,usaa-jcc,Basic,Auto
8/15/25,76 Fuel,5.51,5.51,usaa-jcc,Basic,Auto
8/15/25,Backcountry,17.66,17.66,usaa-jcc,Luxury,Clothing
8/15/25,Jamjuree Thai,67.68,67.68,usaa-jcc,Luxury,Dining
8/15/25,Blazing Bagels,14.06,14.06,usaa-jcc,Luxury,Dining
8/15/25,Starbucks,6.79,6.79,usaa-jcc,Luxury,Dining
8/15/25,Metropolitan Market,117.35,117.35,usaa-jcc,Basic,Groceries
8/15/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
8/15/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
8/15/25,MAPLE LEAF ACE 0000 SEATTLE             WA,91.57,91.57,amex-cc,Basic,Home & Garden
8/15/25,AplPay GADGET REHAB SEATTLE             WA,77.22,77.22,amex-cc,Basic,Home & Garden
8/15/25,USAA INSURANCE BILL PAYMENT,1233.43,"1,233.43",usaa-chk,Basic,Insurance
8/15/25,USAA Insurance Payment,1233.43,"1,233.43",usaa-jcc,Basic,Insurance
8/15/25,Interest Paid,0.13,0.13,usaa-chk,Luxury,Interest Income
8/15/25,Comcast,193.94,193.94,usaa-jcc,Basic,Utilities
8/15/25,Psccu,-300.00,300.00,usaa-chk,Basic,Utilities
8/14/25,REI,198.63,198.63,usaa-jcc,Luxury,Clothing
8/14/25,MA'ONO U VILLAGE    Seattle             WA,41.11,41.11,amex-cc,Luxury,Dining
8/14/25,Portage Bay Cafe,30.80,30.80,usaa-jcc,Luxury,Dining
8/14/25,Starbucks,14.36,14.36,usaa-jcc,Luxury,Dining
8/14/25,Einstein Bros. Bagels,11.02,11.02,usaa-jcc,Luxury,Dining
8/14/25,Molly Moon's Uvillageseattle,10.98,10.98,usaa-jcc,Luxury,Dining
8/14/25,Rachel's Ginger Beer Seattle,9.20,9.20,usaa-jcc,Luxury,Dining
8/14/25,Canteen Vending Machine,2.35,2.35,usaa-jcc,Luxury,Dining
8/14/25,Canteen Vending Machine,1.60,1.60,usaa-jcc,Luxury,Dining
8/14/25,Canteen Vending Machine,1.25,1.25,usaa-jcc,Luxury,Dining
8/14/25,Canteen Vending Machine,1.25,1.25,usaa-jcc,Luxury,Dining
8/14/25,Apple Store,20.97,20.97,usaa-jcc,Basic,hardware technology
8/14/25,WILLIAMS-SONOMA 6181SEATTLE             WA,143.40,143.40,amex-cc,Basic,Home & Garden
8/14/25,Etsy,119.18,119.18,usaa-jcc,Basic,Home & Garden
8/14/25,The Home Depot,24.19,24.19,usaa-jcc,Basic,Home & Garden
8/14/25,AMAZON PRIME*RM6V80PAMZN.CO.UK/PM       GB,12.22,12.22,amex-cc,Basic,Home & Garden
8/14/25,PAYPAL *STEAM GAMES 4259522985          WA,44.13,44.13,amex-cc,Luxury,Subscriptions / Digital
8/14/25,Netflix,27.58,27.58,usaa-jcc,Luxury,Subscriptions / Digital
8/14/25,Starlink,165.00,165.00,usaa-jcc,Luxury,Van
8/13/25,ARCO,64.96,64.96,usaa-jcc,Basic,Auto
8/13/25,PayByPhone Parking,1.00,1.00,usaa-jcc,Basic,Auto
8/13/25,AplPay RAVENNA BREWISeattle             WA,25.37,25.37,amex-cc,Luxury,Dining
8/13/25,Subway,14.42,14.42,usaa-jcc,Luxury,Dining
8/13/25,Pagliacci Sand Point,12.05,12.05,usaa-jcc,Luxury,Dining
8/13/25,Canteen Vending Machine,1.25,1.25,usaa-jcc,Luxury,Dining
8/13/25,Jackson Golf,17.30,17.30,usaa-jcc,Basic,Extracirricular
8/13/25,JENNIFER LOOMIS PHOTSEATTLE             WA,1063.48,"1,063.48",amex-cc,Luxury,Home & Garden
8/13/25,THORNE RESEARCH     SUMMERVILLE         SC,46.68,46.68,amex-cc,Basic,Pharmacy
8/13/25,OPENAI              SAN FRANCISCO       CA,44.14,44.14,amex-cc,Luxury,Professional
8/13/25,Lucillia,-350.00,350.00,usaa-chk,Luxury,Professional
8/13/25,Libro.fm,16.54,16.54,usaa-jcc,Luxury,Subscriptions / Digital
8/13/25,DISCOUNT-TIRE-CO WASSEATTLE             WA,528.60,528.60,amex-cc,Luxury,Van
8/12/25,AplPay PILOT_01195 0ELLENSBURG          WA,58.45,58.45,amex-cc,Basic,Auto
8/12/25,AplPay PILOT_01195 0ELLENSBURG          WA,18.41,18.41,amex-cc,Basic,Auto
8/12/25,PayByPhone Parking,3.00,3.00,usaa-jcc,Basic,Auto
8/12/25,PayByPhone Parking,1.50,1.50,usaa-jcc,Basic,Auto
8/12/25,AplPay SP JACK JEROMSEATTLE             WA,915.92,915.92,amex-cc,Luxury,Clothing
8/12/25,PATAGONIA           VENTURA             CA,317.95,317.95,amex-cc,Luxury,Clothing
8/12/25,VF OUTDOOR LLC      PORTLAND            OR,273.11,273.11,amex-cc,Luxury,Clothing
8/12/25,TST* CHURCHILL'S STESPOKANE             WA,245.00,245.00,amex-cc,Luxury,Dining
8/12/25,Grubhub,151.80,151.80,usaa-jcc,Luxury,Dining
8/12/25,El Camion Sand Poi,36.29,36.29,usaa-jcc,Luxury,Dining
8/12/25,El Camion Sand Poi,16.55,16.55,usaa-jcc,Luxury,Dining
8/12/25,Starbucks,14.36,14.36,usaa-jcc,Luxury,Dining
8/12/25,Canteen Vending Machine,2.35,2.35,usaa-jcc,Luxury,Dining
8/12/25,Canteen Vending Machine,1.60,1.60,usaa-jcc,Luxury,Dining
8/12/25,FLEURISH 65000000762SEATTLE             WA,125.00,125.00,amex-cc,Luxury,Gifts
8/12/25,Costco,328.14,328.14,usaa-jcc,Basic,Groceries
8/12/25,Smith Brothers Farms,16.95,16.95,usaa-jcc,Basic,Groceries
8/12/25,Mdseelig.com,18.00,18.00,usaa-jcc,Basic,Health & Medical
8/12/25,The Historic DavenpoSpokane             WA,65.01,65.01,amex-cc,Basic,Home & Garden
8/12/25,Uline Shipping,16.34,16.34,usaa-jcc,Basic,Home & Garden
8/12/25,Healthy Paws,122.54,122.54,usaa-jcc,Luxury,Insurance
8/11/25,Super Save Group,86.68,86.68,usaa-jcc,Basic,Auto
8/11/25,AplPay MAVERIK #613 SPOKANE             WA,32.58,32.58,amex-cc,Basic,Auto
8/11/25,PayByPhone Parking,3.25,3.25,usaa-jcc,Basic,Auto
8/11/25,AplPay GOFUNDME     SAN DIEGO           CA,101.00,101.00,amex-cc,Basic,Charitable contributions
8/11/25,Chipotle,18.87,18.87,usaa-jcc,Luxury,Dining
8/11/25,Starbucks,17.67,17.67,usaa-jcc,Luxury,Dining
8/11/25,Chipotle,13.41,13.41,usaa-jcc,Luxury,Dining
8/11/25,AplPay HACHI-KO 0000SEATAC              WA,12.60,12.60,amex-cc,Luxury,Dining
8/11/25,Canteen Vending Machine,2.35,2.35,usaa-jcc,Luxury,Dining
8/11/25,Canteen Vending Machine,2.35,2.35,usaa-jcc,Luxury,Dining
8/11/25,Canteen Vending Machine,1.35,1.35,usaa-jcc,Luxury,Dining
8/11/25,Canteen Vending Machine,1.25,1.25,usaa-jcc,Luxury,Dining
8/11/25,Canteen Vending Machine,1.25,1.25,usaa-jcc,Luxury,Dining
8/11/25,AplPay PY *KETTLE HOMISSOULA            MT,9.99,9.99,amex-cc,Basic,Groceries
8/11/25,Apple,9.99,9.99,usaa-jcc,Basic,hardware technology
8/11/25,The Historic DavenpoSpokane             WA,221.73,221.73,amex-cc,Basic,Home & Garden
8/11/25,The Home Depot,6.61,6.61,usaa-jcc,Basic,Home & Garden
8/11/25,Kattermans Sand Point,5.52,5.52,usaa-jcc,Basic,Pharmacy
8/11/25,AVIS RENT A CAR     MISSOULA            MT,128.10,128.10,amex-cc,Luxury,Travel
8/11/25,Orca,3.00,3.00,usaa-jcc,Basic,Travel
8/10/25,Peking Garden Ag Zuerich,29.19,29.19,usaa-jcc,Luxury,Dining
8/10/25,Quality Food Centers,102.57,102.57,usaa-jcc,Basic,Groceries
8/10/25,Etsy,141.25,141.25,usaa-jcc,Basic,Home & Garden
8/10/25,The Home Depot,27.16,27.16,usaa-jcc,Basic,Home & Garden
8/10/25,The Home Depot,19.90,19.90,usaa-jcc,Basic,Home & Garden
8/10/25,Fisheries Supply,129.11,129.11,usaa-jcc,Luxury,SYC
8/9/25,Uw Pay by Phone,7.16,7.16,usaa-jcc,Basic,Auto
8/9/25,Litb,25.13,25.13,usaa-jcc,Luxury,Clothing
8/9/25,DoorDash,100.51,100.51,usaa-jcc,Luxury,Dining
8/9/25,Ba Bar University,33.30,33.30,usaa-jcc,Luxury,Dining
8/9/25,Baeckerei Haueter Adelboden,12.17,12.17,usaa-jcc,Luxury,Dining
8/9/25,Molly Moon's Uvillageseattle,9.32,9.32,usaa-jcc,Luxury,Dining
8/9/25,Blazing Bagels,8.40,8.40,usaa-jcc,Luxury,Dining
8/9/25,Uline Shipping,94.14,94.14,usaa-jcc,Basic,Home & Garden
8/9/25,Pamper Haus,55.00,55.00,usaa-jcc,Luxury,Home & Garden
8/9/25,SEATTLE MAKERS      SEATTLE             WA,125.00,125.00,amex-cc,Luxury,Membership
8/9/25,OPENAI              SAN FRANCISCO       CA,48.55,48.55,amex-cc,Luxury,Professional
8/9/25,Ext Credit Card Credit PAYMENT - THANK YOU      BEAVERTON    OR,1762.84,"1,762.84",ftcu-cc,Basic,Transfer
8/9/25,Souvenir Scheidegger Adelboden,49.32,49.32,usaa-jcc,Luxury,Travel
8/9/25,Oester Sport Ag Adelboden,43.48,43.48,usaa-jcc,Luxury,Travel
8/9/25,Crazy Sports Adelboden,37.27,37.27,usaa-jcc,Luxury,Travel
8/9/25,Erlebnisdrogerie Adelboden,10.20,10.20,usaa-jcc,Luxury,Travel
8/8/25,Interest On Cash Advances,1.73,1.73,usaa-jcc,Luxury,Bank Fees
8/8/25,AplPay GAP US 1715  SEATTLE             WA,55.26,55.26,amex-cc,Luxury,Clothing
8/8/25,Peony,180.00,180.00,usaa-jcc,Basic,Health & Medical
8/8/25,Healthy Paws,45.02,45.02,usaa-jcc,Luxury,Insurance
8/8/25,OPENAI              SAN FRANCISCO       CA,22.07,22.07,amex-cc,Luxury,Professional
8/8/25,OPENAI              SAN FRANCISCO       CA,22.07,22.07,amex-cc,Luxury,Professional
8/8/25,Ext Credit Card Credit PAYMENT - THANK YOU      BEAVERTON    OR,4900.00,"4,900.00",ftcu-cc,Basic,Transfer
8/8/25,AplPay FISHERIES SUPSEATTLE             WA,120.27,120.27,amex-cc,Basic,Van
8/8/25,Starlink,34.21,34.21,usaa-jcc,Luxury,Van
8/8/25,Starlink,22.06,22.06,usaa-jcc,Luxury,Van
8/7/25,Ext Credit Card Debit CASH ADVANCE             BEAVERTON    OR,-36.73,36.73,ftcu-cc,Basic,Cash
8/7/25,OPENAI              SAN FRANCISCO       CA,22.07,22.07,amex-cc,Luxury,Professional
8/7/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/7/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/6/25,PayByPhone Parking,0.50,0.50,usaa-jcc,Basic,Auto
8/6/25,Three Sacks Full,17.45,17.45,usaa-jcc,Luxury,Dining
8/6/25,AMAZON PRIME*RV7G20WAMZN.CO.UK/PM       GB,5.97,5.97,amex-cc,Basic,Home & Garden
8/6/25,Posh Paws,146.34,146.34,usaa-jcc,Luxury,Pets
8/6/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/6/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/5/25,Smith Brothers Farms,30.53,30.53,usaa-jcc,Basic,Groceries
8/5/25,Teton Orthopaedics,1083.04,"1,083.04",usaa-jcc,Basic,Health & Medical
8/5/25,Ubs Bank Loan Payment,-5069.03,"5,069.03",usaa-chk,Basic,Mortgage
8/5/25,LINKEDINPREC *228987MOUNTAIN VIEW,66.20,66.20,amex-cc,Luxury,Professional
8/5/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/5/25,Ext Credit Card Credit PAYMENT - THANK YOU      BEAVERTON    OR,4000.00,"4,000.00",ftcu-cc,Basic,Transfer
8/4/25,Tesla,11.02,11.02,usaa-jcc,Basic,Auto
8/4/25,Helene Russ,-675.00,675.00,usaa-chk,Basic,Health & Medical
8/4/25,Zelle Transfer to Oualabasse,-15.00,15.00,usaa-chk,Luxury,Home & Garden
8/4/25,Transamerica Premium,-60.34,60.34,usaa-chk,Basic,Insurance
8/4/25,CLINE BOT INC       WILMINGTON          DE,21.35,21.35,amex-cc,Luxury,Professional
8/4/25,USAA Credit Card,-10000.00,"10,000.00",usaa-jcc,Basic,Transfer
8/4/25,USAA Credit Card,-10000.00,"10,000.00",usaa-chk,Basic,Transfer
8/3/25,Little Coney,25.04,25.04,usaa-jcc,Luxury,Dining
8/3/25,Amazon,-22.04,22.04,usaa-jcc,Basic,Home & Garden
8/2/25,ARCO#07060ARCO #0706BURLINGTON          WA,74.71,74.71,amex-cc,Basic,Auto
8/2/25,SHELL C44048        LUMBY               CA,67.35,67.35,amex-cc,Basic,Auto
8/2/25,ARCO#07060ARCO #0706BURLINGTON          WA,3.90,3.90,amex-cc,Basic,Auto
8/2/25,Pagliacci Sand Point,139.11,139.11,usaa-jcc,Luxury,Dining
8/2/25,Instacart via Instacart,494.50,494.50,usaa-jcc,Basic,Groceries
8/2/25,Costco,307.14,307.14,usaa-jcc,Basic,Groceries
8/2/25,Metropolitan Market,115.66,115.66,usaa-jcc,Basic,Groceries
8/2/25,Metropolitan Market,65.47,65.47,usaa-jcc,Basic,Groceries
8/2/25,Williams-Sonoma,369.40,369.40,usaa-jcc,Basic,Home & Garden
8/2/25,Maple Leaf Ace,11.02,11.02,usaa-jcc,Basic,Home & Garden
8/2/25,Hulu,23.15,23.15,usaa-jcc,Luxury,Subscriptions / Digital
8/2/25,REMARKABLE          OSLO                OS,3.30,3.30,amex-cc,Basic,Subscriptions / Digital
8/2/25,Ext Credit Card Credit PAYMENT - THANK YOU      BEAVERTON    OR,5000.00,"5,000.00",ftcu-cc,Basic,Transfer
8/2/25,Ext Credit Card Credit PAYMENT - THANK YOU      BEAVERTON    OR,5000.00,"5,000.00",ftcu-cc,Basic,Transfer
