original_payee,real_name,confidence
"KYOTO ARTS, LLC          SEATTLE      WA",Kyoto Arts Llc Seattle,0.4
Kate Grossman Md Pllc,Kate Grossman Pllc,0.4
Kattermans Sand Point,Kattermans Sand Point,0.4
Kattermans Sand Point Pha,Kattermans Sand Point Pha,0.4
Kindle Svcs*7W2RQ5QE3    888-802-3080 WA,Kindle Svcs W Rq Qe - -,0.4
Kiosk                    Berlin       DF,Kiosk Berlin Df,0.4
LASTPASS.COM        BOSTON              MA,Lastpass Com Boston,0.4
LATE FEE,Late Fee,0.4
LATE FEE FOR PAYMENT DUE,Late Fee For Payment Due,0.4
LAURELHURST BEACH CLUB   206-5242010  WA,Laurelhurst Beach Club -,0.4
LAVANDERIA OPEN BLUE LOGRONO,Lavanderia Open Blue Logrono,0.4
LAVANDERIA OPEN BLUE     LOGRONO      ES,Lavanderia Open Blue Logrono Es,0.4
LAWRENCE ZANE HUPPIN DPM 206-3443808 WA,Lawrence Zane Huppin Dpm -,0.4
LAWSON              *                   JP,Lawson Jp,0.4
LAWSON                   TOKYO        JP,Lawson Tokyo Jp,0.4
LAZ PARKING ECOMMERCE    860-522-7641 CT,Laz Parking Ecommerce - -,0.4
LAZ PARKING M28309       SEATTLE      WA,Laz Parking M Seattle,0.4
LE MERIDIEN KOCHI FRON   ERNAKULAM    II,Le Meridien Kochi Fron Ernakulam Ii,0.4
LEE'S SUMMIT DELI & SNOQUALMIE PS       WA,Lee S Summit Deli Snoqualmie Ps,0.4
LEMERIDIEN KOCHI         ERNAKULAM    II,Lemeridien Kochi Ernakulam Ii,0.4
LERNER FAMILY CAFE SEATTLE WA,Lerner Family Cafe Seattle,0.4
LEUCHARS            GLASGOW             GB,Leuchars Glasgow Gb,0.4
LEV HAOLAM.COM SBUT RAHEL,Lev Haolam Com Sbut Rahel,0.4
LIBRO.FM AUDIOBOOKS      413-206-9290 WA,Libro Fm Audiobooks - -,0.4
LIME*RIDE W6WR           LI.ME        CA,Lime Ride W Wr Li,0.4
LINKEDINPRE *1747913LNKD.IN/BILL        CA,Linkedinpre Lnkd Bill,0.4
LINKEDINPRE *4479848LNKD.IN/BILL        CA,Linkedinpre Lnkd Bill,0.4
LINKEDINPRE *5868230MOUNTAIN VIEW,Linkedinpre Mountain View,0.4
LINKEDINPRE *7915122LNKD.IN/BILL        CA,Linkedinpre Lnkd Bill,0.4
LINKEDINPRE *9533806MOUNTAIN VIEW,Linkedinpre Mountain View,0.4
LINKEDINPREC *110476MOUNTAIN VIEW,Linkedinprec Mountain View,0.4
LINKEDINPREC *228987MOUNTAIN VIEW,Linkedinprec Mountain View,0.4
LINKEDINPREC *375223MOUNTAIN VIEW,Linkedinprec Mountain View,0.4
LINKEDINPREC *552653MOUNTAIN VIEW,Linkedinprec Mountain View,0.4
LINKEDINPREC *679157MOUNTAIN VIEW,Linkedinprec Mountain View,0.4
LINKEDINPREC *797030MOUNTAIN VIEW,Linkedinprec Mountain View,0.4
LIRR STATION TIX    JAMAICA             NY,Lirr Station Tix Jamaica,0.4
"LISA A. EMERSON, PHD     LINKEDIN.COM/WA",Lisa A Emerson Phd Linkedin Com,0.4
LITTLE DUCK              120-66952564 WA,Little Duck -,0.4
LNE RAILWAY KGX STN LONDON              GB,Lne Railway Kgx Stn London Gb,0.4
LOWE'S OF NORTH SEATSEATTLE             WA,Lowe S Of North Seatseattle,0.4
LS JRA BIKE SHOP    SEATTLE             WA,Ls Jra Bike Shop Seattle,0.4
LS LAUGHING BUDDHA       120-63298274 WA,Ls Laughing Buddha -,0.4
LS MONTLAKE BICYCLE S 186-69321801 WA,Ls Montlake Bicycle S -,0.4
LS ST ANDREWS LINKS ST ANDREWS          FI,Ls Street Andrews Links Street Andrews Fi,0.4
LUFTHAN     2204087702866NEW YORK     NY,Lufthan New York,0.4
LUFTHAN     2204088682200NEW YORK     NY,Lufthan New York,0.4
LUZERN SOLUTIONS LLC     415-429-3880 TX,Luzern Solutions Llc - -,0.4
LYFT   *1 RIDE 04-18     LYFT.COM     CA,Lyft Ride - Lyft Com,0.4
LYSA MODA Y COMPLEMENTOS MADRID       ES,Lysa Moda Y Complementos Madrid Es,0.4
Lagardere Fil. 272       Frankfurt am DF,Lagardere Fil Frankfurt Am Df,0.4
Libro.fm,Libro Fm,0.4
Lnvm,Lnvm,0.4
M S HARRISONS MALAYALAM  ERNAKULAM    II,M S Harrisons Malayalam Ernakulam Ii,0.4
M S HARRISONS MALAYALAM  IDUKKI       II,M S Harrisons Malayalam Idukki Ii,0.4
MA'ONO U VILLAGE    Seattle             WA,Ono U Village Seattle,0.4
MAD PIZZA                SEATTLE      WA,Mad Pizza Seattle,0.4
MAISENDO GIONTEN    KYOTO               JP,Maisendo Gionten Kyoto Jp,0.4
MAPLE FUELS WASH A TON   MAPLE FALLS  WA,Maple Fuels Wash A Ton Maple Falls,0.4
MAPLE LEAF ACE 0000 SEATTLE             WA,Maple Leaf Ace Seattle,0.4
MAPLE LEAF ACE SEATTLE WA,Maple Leaf Ace Seattle,0.4
MAPLE LEAF ACE           SEATTLE      WA,Maple Leaf Ace Seattle,0.4
MARIA ESTHER MARTINEZ    DONOSTIA SAN ES,Maria Esther Martinez Donostia San Es,0.4
MARLAI FINE THAI CUISINE SEATTLE      WA,Marlai Fine Thai Cuisine Seattle,0.4
MARUMARU                 NARA         JP,Marumaru Nara Jp,0.4
MASHSG SINGAPORE,Mashsg Singapore,0.4
MAX UND MORITZ           BERLIN       DF,Max Und Moritz Berlin Df,0.4
MCDONALD'S          NORTH BEND          WA,McDonald's,0.95
MCDONALD'S               TOKYO        JP,McDonald's,0.95
MCMASTER-CARR            630-834-9600 IL,Mcmaster-Carr - -,0.4
MDSEELIG                 MDSEELIG.COM WA,Mdseelig Mdseelig Com,0.4
MENB529 MENCHIES QUEEN   SEATTLE      WA,Menb Menchies Queen Seattle,0.4
MESA VERDE NATIONAL MESA VERDE NA       CO,Mesa Verde National Mesa Verde Na,0.4
METHOW VALLEY CIDERHOUSE WINTHROP     WA,Methow Valley Ciderhouse Winthrop,0.4
METROPOLIS PARKING       METROPOLIS.IOTN,Metropolis Parking Metropolis Iotn,0.4
METROPOLITAN CAFE & DELI SEATTLE      WA,Metropolitan Cafe Deli Seattle,0.4
METROPOLITAN MARKETSSEATTLE             WA,Metropolitan Marketsseattle,0.4
METROPOLITAN MARKET      KIRKLAND     WA,Metropolitan Market Kirkland,0.4
METROPOLITAN MKT 15 SEATTLE WA,Metropolitan Market Seattle,0.4
METROPOLITAN MKT 15      SEATTLE      WA,Metropolitan Market Seattle,0.4
MICROSOFT*XBOX      MSBILL.INFO,Microsoft Xbox Msbill Info,0.4
MIGADU.COM EMAIL SRVSCHACHEN B. REUTE   ZH,Migadu Com Email Srvschachen B Reute Zh,0.4
MIGAKU SEATTLE WA,Migaku Seattle,0.4
MIKONOS GRAN VIA LOGRONO,Mikonos Gran Via Logrono,0.4
MOBILE PAYMENT - THANK YOU,Mobile Payment - Thank You,0.4
MOBILE SUICA APPLE V     TOKYO        JP,Mobile Suica Apple V Tokyo Jp,0.4
MOD PIZZA BARKLEY        BELLINGHAM   WA,Mod Pizza Barkley Bellingham,0.4
MODMEDUS_MP*TETON ORJACKSON             WY,Modmedus Mp Teton Orjackson,0.4
MONICA'S TLC GROOMINSEATTLE             WA,Monica S Tlc Groominseattle,0.4
MONTANA ACE - EASTGATE   MISSOULA     MT,Montana Ace - Eastgate Missoula,0.4
MPIX 620-231-8050 KS,Mpix - -,0.4
MS* NO.1APARTMENTS-ST    GLASGOW      GB,No Apartments-St Glasgow Gb,0.4
MTNGEAR                  120-64662233 WA,Mtngear -,0.4
MUD BAY UNIVERSITY VILLAGSEATTLE WA,Mud Bay University Villagseattle,0.4
MUD BAY UNIVERSITY VILLAGSEATTLE      WA,Mud Bay University Villagseattle,0.4
MUNNAR SPICE PALACE      IDUKKI       II,Munnar Spice Palace Idukki Ii,0.4
Max,Max,0.4
Mdseelig,Mdseelig,0.4
Menchie's Frozen Yogurt,Menchie S Frozen Yogurt,0.4
Metropolitan Market,Metropolitan Market,0.4
Mioposto Eastlake,Mioposto Eastlake,0.4
Monica's Grooming,Monica S Grooming,0.4
Mud Bay Pet Supplies,Peet's Coffee,0.8571428571428571
My Favorite Deli,My Favorite Deli,0.4
NAVAJO NATION MONUMENT VAMONUMENT VALLUT,Navajo Nation Monument Vamonument Vallut,0.4
NETFLIX.COM              NETFLIX.COM  CA,Netflix Com Netflix Com,0.4
NIKKOUMARUSHOKUDOU PKANAGAWA            JP,Nikkoumarushokudou Pkanagawa Jp,0.4
NISHINO             SEATTLE             WA,Nishino Seattle,0.4
NJT-PAYGO - OR170008ORANGE              NJ,Njt-Paygo - Orange,0.4
NOCHE Y DIA GRAN VIA 67  LOGRONO      ES,Noche Y Dia Gran Via Logrono Es,0.4
NORDLAND GENERAL STORE,Nordland General Store,0.4
NORDRACKCOM8889666283 888-966-6283 CA,Nordrackcom - -,0.4
NORDSTROM DIRECT #0808 800-285-5800 IA,Nordstrom Direct - -,0.4
NORDSTROM RACK #138 BELLEVUE WA,Nordstrom Rack Bellevue,0.4
NORDSTROM#1 SEATTLE WA,Nordstrom Seattle,0.4
NORTH LAKE MARINA        425-487-2676 WA,North Lake Marina - -,0.4
NORWEGIAN AIR S,Norwegian Air S,0.4
NYCT PAYGO          NEW YORK            NY,Nyct Paygo New York,0.4
NYTIMES* 800-698-4637 NY,Nytimes - -,0.4
NYTimes.COM NY TIMES(800)698-4637       NY,Nytimes Com Times -,0.4
Netflix,Netflix,0.4
Netflix.com              408-5403700  CA,Netflix Com -,0.4
Netflix.com              netflix.com  CA,Netflix Com Netflix Com,0.4
Netflix                  1 8445052993 CA,Netflix,0.4
Nick,Nick,0.4
North Lake Marina,North Lake Marina,0.4
Nourish Foods,Nourish Foods,0.4
O'REILLY 2527            SEATTLE      WA,O Reilly Seattle,0.4
O'Reilly Auto Parts,O Reilly Auto Parts,0.4
OBUBUTEA AIR        KYOTO               JP,Obubutea Air Kyoto Jp,0.4
OHORI'S COFFEE SANTA FE NM,Ohori S Coffee Santa Fe,0.4
ONLINE PAYMENT - THANK YOU,Online Payment - Thank You,0.4
ONLY YOU HOTEL ATOCHA    MADRID       ES,Only You Hotel Atocha Madrid Es,0.4
OPENAI              SAN FRANCISCO       CA,Openai San Francisco,0.4
OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,Openai Chatgpt Subssan Francisco,0.4
OPENAI* CHATGPT CREDSAN FRANCISCO       CA,Openai Chatgpt Credsan Francisco,0.4
OPTUM CARE WA MY CHART   425-258-3900 WA,Optum Care My Chart - -,0.4
ORCA                     888-988-6722 WA,Orca - -,0.4
ORCA                     8889886722   WA,Orca,0.4
ORIENTAL SUPERMARKET     KELOWNA      CD,Oriental Supermarket Kelowna Cd,0.4
OSAKA CASTLE        OSAKA               JP,Osaka Castle Osaka Jp,0.4
Oester Sport AG          Adelboden    CH,Oester Sport Ag Adelboden Ch,0.4
Olympic Equipment Rentals,Olympic Equipment Rentals,0.4
PAGLIACCI MADISON        SEATTLE      WA,Pagliacci Madison Seattle,0.4
PAGLIACCI SAND POINT     206-726-1717 WA,Pagliacci Sand Point - -,0.4
PAGLIACCI SAND POINT     SEATTLE      WA,Pagliacci Sand Point Seattle,0.4
PAMPANO EVENTOS          LOGRONO      ES,Pampano Eventos Logrono Es,0.4
PAMPER HAUS              415-754-0166 CA,Pamper Haus - -,0.4
PARKING OKENDO-PAGO EMV  DONOSTIA-SAN ES,Parking Okendo-Pago Emv Donostia-San Es,0.4
PATAGONIA           VENTURA             CA,Patagonia Ventura,0.4
PATH TAPP PAYGO CP  NEW JERSEY          NJ,Path Tapp Paygo Cp New Jersey,0.4
PAYBYPHONE DIAMOND PAR   877-6102054  WA,Paybyphone Diamond Par -,0.4
PAYPAL *80 20 INC        260-248-8030 IN,Paypal Inc - -,0.4
PAYPAL *ARSENIC ANY 4029357733          VT,Paypal Arsenic Any,0.4
PAYPAL *ARSENIC ANY 518-727-8838 VT,Paypal Arsenic Any - -,0.4
PAYPAL *ARSENIC ANY 5187278838          VT,Paypal Arsenic Any,0.4
PAYPAL *ARSENIC ANY AR 4029357733 CA,Paypal Arsenic Any,0.4
PAYPAL *ARSENIC ANY AR 4029357733 VT,Paypal Arsenic Any,0.4
PAYPAL *ARSENIC ANY ARSEN402-935-7733 CA,Paypal Arsenic Any Arsen - -,0.4
PAYPAL *ARSENIC ANY ARSEN402-935-7733 VT,Paypal Arsenic Any Arsen - -,0.4
PAYPAL *ATLANTICBRI      8005332210   NY,Paypal Atlanticbri,0.4
PAYPAL *B H PHOTO   8002215743          NY,Paypal B H Photo,0.4
PAYPAL *BAMBULABUSA 512-915-9986 TX,Paypal Bambulabusa - -,0.4
PAYPAL *BLACKSTRAP BLACKS402-935-7733 OR,Paypal Blackstrap Blacks - -,0.4
PAYPAL *BLUEBIRDGRA      509-996-3526 WA,Paypal Bluebirdgra - -,0.4
PAYPAL *CHEWY INC        402-935-7733 FL,Paypal Chewy Inc - -,0.4
PAYPAL *CLOUDFLARE  4029357733          CA,Paypal Cloudflare,0.4
PAYPAL *DR BRONNERS DR BR402-935-7733 CA,Paypal Dr Bronners Dr Br - -,0.4
PAYPAL *DROPPS           402-935-7733 IL,Paypal Dropps - -,0.4
PAYPAL *EBAY US 786-762-515 CA,Paypal Ebay - -,0.4
PAYPAL *EBAY US          786-762-515  CA,Paypal Ebay - -,0.4
PAYPAL *EBAY US          786762515    CA,Paypal Ebay,0.4
PAYPAL *ETSY INC    4029357733          NY,Paypal Etsy Inc,0.4
PAYPAL *ETSY INC    8446593879          NY,Paypal Etsy Inc,0.4
PAYPAL *ETSY INC SAN JOSE NY,Paypal Etsy Inc San Jose,0.4
PAYPAL *ETSY INC         402-935-7733 NY,Paypal Etsy Inc - -,0.4
PAYPAL *ETSY INC         4029357733   CA,Paypal Etsy Inc,0.4
PAYPAL *EURO PRO         402-935-7733 MA,Paypal Euro Pro - -,0.4
PAYPAL *EVO 2068199672 WA,Paypal Evo,0.4
PAYPAL *FANDANGO    8668575191          CA,Paypal Fandango,0.4
PAYPAL *FANDANGO 866-857-5191 CA,Paypal Fandango - -,0.4
PAYPAL *HBOMAX HELP.HBOMA402-935-7733 NY,Paypal Hbomax Help Hboma - -,0.4
PAYPAL *HOME DEPOT       402-935-7733 GA,Paypal Home Depot - -,0.4
PAYPAL *HUEL 402-935-7733 NY,Paypal Huel - -,0.4
PAYPAL *IEFSPACESPT 91051816,Paypal Iefspacespt,0.4
PAYPAL *JINUOKEJM9S      4029357733   HK,Paypal Jinuokejm S Hk,0.4
PAYPAL *LABORATORYC      8002227566   NC,Paypal Laboratoryc,0.4
PAYPAL *LIME RIDE IB4029357733          CA,Paypal Lime Ride Ib,0.4
PAYPAL *LITB             4029357733   HK,Paypal Litb Hk,0.4
PAYPAL *MACNAUGHT U MACNA813-628-5506 FL,Paypal Macnaught U Macna - -,0.4
PAYPAL *MADRASCARTL      402-935-7733 CA,Paypal Madrascartl - -,0.4
PAYPAL *MOUSPRODUCT 35314369001,Paypal Mousproduct,0.4
PAYPAL *MSNOW MSNOW 4029357733          MI,Paypal Msnow Msnow,0.4
PAYPAL *ONSENBOY         402-935-7733 CA,Paypal Onsenboy - -,0.4
PAYPAL *PANTHER RV PANTHE402-935-7733 WA,Paypal Panther Rv Panthe - -,0.4
PAYPAL *PATHSPEAKSP      7162130350   NY,Paypal Pathspeaksp,0.4
PAYPAL *PETSNOWY         402-935-7733 CA,Paypal Petsnowy - -,0.4
PAYPAL *PUGETSOUNDE      4029357733   WA,Paypal Pugetsounde,0.4
PAYPAL *QUAD LOCK   4029357733          AU,Paypal Quad Lock Au,0.4
PAYPAL *REGALCINEMA 8778355734          TN,Paypal Regalcinema,0.4
PAYPAL *REI         4252788570          WA,Paypal Rei,0.4
PAYPAL *RITIK            402-935-7733 CA,Paypal Ritik - -,0.4
PAYPAL *STANCE 949-391-9030 CA,Paypal Stance - -,0.4
PAYPAL *STATEBANKIN      2227535771   SG,Paypal Statebankin,0.4
PAYPAL *STEAM GAMES 4259522985          WA,Paypal Steam Games,0.4
PAYPAL *SVALBOARD SVALBOA402-935-7733 CA,Paypal Svalboard Svalboa - -,0.4
PAYPAL *SYDNEY.MARIEJO   402-935-7733 CA,Paypal Sydney Mariejo - -,0.4
PAYPAL *TRAINLINE        07725264272  GB,Paypal Trainline Gb,0.4
PAYPAL *TRYHACKME 35314369001,Paypal Tryhackme,0.4
PAYPAL *UNICYCLE 6784944962 GA,Paypal Unicycle,0.4
PAYPAL *VISHNU FREE 4029357733          UT,Paypal Vishnu Free,0.4
PAYPAL *VISHNUFREES 4029357733 CA,Paypal Vishnufrees,0.4
PAYPAL *WAKAKUSA CU WAKAK402-935-7733 CA,Paypal Wakakusa Cu Wakak - -,0.4
PAYPAL *WHITE TOP A WHITE4029357733   CA,Paypal White Top A White,0.4
PAYPAL *WORLDFOOTBA 9708709898          CO,Paypal Worldfootba,0.4
PAYPAL *WORLDPACKER 786-897-1926 FL,Paypal Worldpacker - -,0.4
PCC - BURIEN             BURIEN       WA,Pcc - Burien Burien,0.4
PCC - VIEW RIDGE SEATTLE WA,Pcc - View Ridge Seattle,0.4
PCC - VIEW RIDGE         SEATTLE      WA,Pcc - View Ridge Seattle,0.4
PEKING GARDEN AG         ZUERICH      CH,Peking Garden Ag Zuerich Ch,0.4
PHO EVER LLC             BELLEVUE     WA,Pho Ever Llc Bellevue,0.4
PHO SHIZZLE LLC 00-0SEATTLE             WA,Pho Shizzle Llc - Seattle,0.4
PHOTAIR 18               FRANKFURT    DF,Photair Frankfurt Df,0.4
PIE FOR THE PEOPLE NSNOQUALMIE PASS     WA,Pie For The People Nsnoqualmie Pass,0.4
PIKE&PINE ST2275         SEATTLE      WA,Pike Pine Street Seattle,0.4
PLAID PANTRY #309        SEATTLE      WA,Plaid Pantry Seattle,0.4
PLUSTABENTOKYOTOKANSKYOTO               JP,Plustabentokyotokanskyoto Jp,0.4
POKE ALICE 2 SEATTLE WA,Poke Alice Seattle,0.4
POKEMON CENTER TOKYOTOKYO               JP,Pokemon Center Tokyotokyo Jp,0.4
POPEYES 13798 1379  GRAHAM              WA,Popeyes Graham,0.4
POSH PAWS                SEATTLE      WA,Posh Paws Seattle,0.4
PP*LAURELHURST BEACH CLUBSEATTLE      WA,Pp Laurelhurst Beach Clubseattle,0.4
PP*NORDISCOCOR           8476471424   IL,Pp Nordiscocor,0.4
PREMIUM PARKING P551SEATTLE             WA,Premium Parking P Seattle,0.4
PRIME PARKING SYSTEMS LL RENTON       WA,Prime Parking Systems Ll Renton,0.4
PRO SKI SEATTLE     SEATTLE             WA,Pro Ski Seattle Seattle,0.4
PROCLUB BELLEVUE         BELLEVUE     WA,Proclub Bellevue Bellevue,0.4
PROGRESSIVE *INSURANCE   800-776-4737 OH,Progressive Insurance - -,0.4
PUBLIC HOUSE RITZ        NARA         JP,Public House Ritz Nara Jp,0.4
PUGET SOUND ENERGY INC   888-225-5773 WA,Puget Sound Energy Inc - -,0.4
PURE FOOD FISH MARKET    SEATTLE      WA,Pure Food Fish Market Seattle,0.4
PURPLE INNOVATION LLLEHI                UT,Purple Innovation Lllehi,0.4
PY *B&E MEATS AND SEAFOODSEATTLE      WA,Py B E Meats And Seafoodseattle,0.4
PY *ONSITE NEWS 0000PHILADELPHIA        PA,Py Onsite News Philadelphia,0.4
PY *RANCHO SEDONA RV PARKSEDONA       AZ,Py Rancho Sedona Rv Parksedona,0.4
PY *RANCHO SEDONA RVSEDONA              AZ,Py Rancho Sedona Rvsedona,0.4
PY *TACO DEL MAR - AAUBURN              WA,Texaco,0.8
Pagliacci Madison,Pagliacci Madison,0.4
"ParkWhiz, Inc.           Chicago      IL",Parkwhiz Inc Chicago,0.4
PayByPhone Parking,Paybyphone Parking,0.4
Peony,Peony,0.4
Pike Place Market Pda,Pike Place Market Pda,0.4
Pilot Flying J,Pilot Flying J,0.4
Portland Ultimate Flyportland,Portland Ultimate Flyportland,0.4
Prime Video *ZD7N08B62   888-802-3080 WA,Prime Video Zd N B - -,0.4
Prime Video *ZG4NX6QF0   888-802-3080 WA,Prime Video Zg Nx Qf - -,0.4
Prime Video *ZP4IK6970   888-802-3080 WA,Prime Video Zp Ik - -,0.4
Pro Ski,Pro Ski,0.4
Pureforyou Cout,Pureforyou Cout,0.4
QFC                 SEATTLE             WA,Qfc Seattle,0.4
QFC #5807 SEATTLE WA,Qfc Seattle,0.4
QFC #5807                SEATTLE      WA,Qfc Seattle,0.4
QFC #5838                KIRKLAND     WA,Qfc Kirkland,0.4
QFC #5866 SEATTLE WA,Qfc Seattle,0.4
QFC #5872                SEATTLE      WA,Qfc Seattle,0.4
QFC - SOUND VIEW    SEATTLE             WA,Qfc - Sound View Seattle,0.4
QUANTUM FIBER,Quantum Fiber,0.4
QUANTUM FIBER            833-250-6306 LA,Quantum Fiber - -,0.4
QUICKEN INC 650-250-1900 CA,Quicken Inc - -,0.4
QUIZLET.COM         510-495-6550        CA,Quizlet Com - -,0.4
Quality Food Centers,Quality Food Centers,0.4
Quantum Fiber,Quantum Fiber,0.4
R&R PRODUCTS             520-8893593  AZ,R R Products -,0.4
RAKUTENPAY CARAMELBISCUITNARA         JP,Rakutenpay Caramelbiscuitnara Jp,0.4
RAVENNA ANIMAL HOSPITAL  SEATTLE      WA,Ravenna Animal Hospital Seattle,0.4
RED LIGHT                SEATTLE      WA,Red Light Seattle,0.4
RED ROBIN NO 12 SEATTLE WA,Red Robin No Seattle,0.4
REG THORNTON 14  193SEATTLE             WA,Reg Thornton Seattle,0.4
REI #11 SEATTLE     SEATTLE             WA,Rei Seattle Seattle,0.4
REI #11 SEATTLE          SEATTLE      WA,Rei Seattle Seattle,0.4
REMARKABLE          OSLO                OS,Remarkable Oslo Os,0.4
REMARKABLE OSLO,Remarkable Oslo,0.4
RENEWAL MEMBERSHIP FEE,Renewal Membership Fee,0.4
RESTAURANT CHEF PILLAI   ERNAKULAM    II,Restaurant Chef Pillai Ernakulam Ii,0.4
RESTAURANTE EL MANA      LOGRONO      ES,Restaurante El Mana Logrono Es,0.4
RESTAURANTE MONTYS       MADRID       ES,Restaurante Montys Madrid Es,0.4
RESTAURANTE TAL CUAL     LOGRONO      ES,Restaurante Tal Cual Logrono Es,0.4
RF *MDSEELIG             206-456-2500 WA,Rf Mdseelig - -,0.4
RIDGE PIZZA              SEATTLE      WA,Ridge Pizza Seattle,0.4
RIO BRAVO 0688800220NORTH BEND          WA,Rio Bravo North Bend,0.4
ROOSEVELT VISION ROOSEATTLE             WA,Roosevelt Vision Rooseattle,0.4
RP* SUMMIT AT SNOQUALM ROVERPASS.COMTX,Rp Summit At Snoqualm Roverpass Comtx,0.4
RUELALA*MMSMOORSLQ RUELALA.COM MA,Ruelala Mmsmoorslq Ruelala Com,0.4
RUELALA*MMSQOQQPNT RUELALA.COM MA,Ruelala Mmsqoqqpnt Ruelala Com,0.4
RUELALA*MMTMNQRMTU RUELALA.COM MA,Ruelala Mmtmnqrmtu Ruelala Com,0.4
RV TOWN 436845559151EASTON              WA,Rv Town Easton,0.4
Raccolto,Raccolto,0.4
Ridge,Ridge,0.4
Rockler WW  Hdwe 02      Seattle      WA,Rockler Ww Hdwe Seattle,0.4
Rudy's,Rudy S,0.4
S       A                206-3236600  WA,S A -,0.4
SAAS GAME TICKET         WWW.SEATTLEACWA,Saas Game Ticket Www Seattleacwa,0.4
SAFEWAY #0423            SEATTLE      WA,Safeway,0.95
SAFEWAY #0494 0494  ENUMCLAW            WA,Safeway,0.95
SAFEWAY #1207            SEDONA       AZ,Safeway,0.95
SAFEWAY #1493 SEATAC WA,Safeway,0.95
SAFEWAY #1528 1528  NORTH BEND          WA,Safeway,0.95
SAFEWAY #1551 SEATTLE WA,Safeway,0.95
SAFEWAY #1589            LEAVENWORTH  WA,Safeway,0.95
SAFEWAY #1665 1665  REDMOND             OR,Safeway,0.95
SAFEWAY 3275             SEATTLE      WA,Safeway,0.95
SAFEWAY FOOD STORE  ISSAQUAH            WA,Safeway,0.95
SAFEWAY FUEL STATIONARLINGTON           WA,Safeway,0.95
SAFEWAY FUEL0534         ARLINGTON    WA,Safeway,0.95
SAILY INC.          LEWES               DE,Saily Inc Lewes,0.4
SAND POINT GRILL SEATTLE WA,Sand Point Grill Seattle,0.4
SANDORATSUGU             FUCHU        JP,Sandoratsugu Fuchu Jp,0.4
SANTO COFFEE CO.         SEATTLE      WA,Santo Coffee Seattle,0.4
SARAHS HAND EMBROIDERY   ERNAKULAM    II,Sarahs Hand Embroidery Ernakulam Ii,0.4
SCANDINAVIAN AI,Scandinavian Ai,0.4
SCANDINAVIAN AIRLINEUNITED STATES OF AME,Scandinavian Airlineunited States Of Ame,0.4
SCC ONLINE PARKING       SEATTLE      WA,Scc Online Parking Seattle,0.4
SCISSORS & SCOTCH 43SEATTLE             WA,Scissors Scotch Seattle,0.4
SCOTTS DAIRY FREEZE NORTH BEND          WA,Scotts Dairy Freeze North Bend,0.4
SDOT PAYBYPHONE PARKING 206-684-5260 WA,Sdot Paybyphone Parking - -,0.4
SDOT PAYBYPHONE PARKING  2066842489   WA,Sdot Paybyphone Parking,0.4
SDOT PAYBYPHONE PARKING  2066845260   WA,Sdot Paybyphone Parking,0.4
SEA AIRPORT PARKING 2067874069 WA,Sea Airport Parking,0.4
SEA AIRPORT PARKING SEATTLE             WA,Sea Airport Parking Seattle,0.4
SEA AIRPORT PARKING      2067874069   WA,Sea Airport Parking,0.4
SEA PEETS COFFEE SS 1310 TUKWILA      WA,Peet's Coffee,0.95
SEA SMITH COVE 6951113 888-3100583 WA,Sea Smith Cove -,0.4
SEATTLE BOAT CO. FUEBELLEVUE            WA,Seattle Boat Fuebellevue,0.4
SEATTLE MAKERS      SEATTLE             WA,Seattle Makers Seattle,0.4
SEATTLE METER PARKING    2066842489   WA,Seattle Meter Parking,0.4
SEATTLE METER PARKINSEATTLE             WA,Seattle Meter Parkinseattle,0.4
SEATTLE U CAMPUS STORE   SEATTLE      WA,Seattle U Campus Store Seattle,0.4
SEATTLE UNIVERSITY CAMPUSSEATTLE      WA,Seattle University Campusseattle,0.4
SEATTLEACADEMY 206-676-6894 WA,Seattleacademy - -,0.4
SERCOTEL LOGRONO         LOGRONO      ES,Sercotel Logrono Logrono Es,0.4
SEVEN ELEVEN        *                   JP,7-Eleven,0.8571428571428571
SEVEN-ELEVEN             TOKYO        JP,Seven-Eleven Tokyo Jp,0.4
SHELL C44048        LUMBY               CA,Shell,0.95
SHELL OIL 10007312001    SEATTLE      WA,Shell,0.95
SHELL OIL 52175500058    PINCONNING   MI,Shell,0.95
SHELL OIL 57444157002    POULSBO      WA,Shell,0.95
SHELL OIL 57445958606    SEATTLE      WA,Shell,0.95
SHELL OIL10006032014     SEATTLE      WA,Shell,0.95
SHELL OIL10006227010     SEATTLE      WA,Shell,0.95
SHELL OIL12504839015     SEATTLE      WA,Shell,0.95
SHELL SERVICE STATIOEASTON              WA,Shell,0.95
SHELL SERVICE STATIOEDMONDS             WA,Shell,0.95
SHELL SERVICE STATIOSEATTLE             WA,Shell,0.95
SHELL SERVICE STATIOSUNRIVER            OR,Shell,0.95
SHELLFISH LOGRONO        LOGRONO      ES,Shell,0.95
SHORELINE SCHOOL DISTRICT206-3934215 WA,Shoreline School District -,0.4
SHOVEL              GREENLAND           NH,Shovel Greenland,0.4
SHREE GAS STATION THORP  THORP        WA,Shree Gas Station Thorp Thorp,0.4
SILK PALACE              IDUKKI       II,Silk Palace Idukki Ii,0.4
SIMPLY CHILE LOGRONO,Simply Chile Logrono,0.4
SIMPLY CHILE             LOGRONO      ES,Simply Chile Logrono Es,0.4
